PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	DuVal, Emily H.; Vanderbilt, Carla C.; M'Gonigle, Leithen K.								The spatial dynamics of female choice in an exploded lek generate benefits of aggregation for experienced males								ANIMAL BEHAVIOUR				143				215	225		10.1016/j.anbehav.2018.01.009			SEP 2018	2018										1							WOS:000443386600021		
J	Parker, Timothy H.; Greig, Emma, I; Nakagawa, Shinichi; Parra, Marcelina; Dalisio, Anthony C.								Subspecies status and methods explain strength of response to local versus foreign song by oscine birds in meta-analysis								ANIMAL BEHAVIOUR				142				1	17		10.1016/j.anbehav.2018.05.023			AUG 2018	2018										0							WOS:000441515500001		
J	Gomez-Laplaza, Luis M.; Diaz-Sotelo, Eva; Gerlai, Robert								Quantity discrimination in angelfish, Pterophyllum scalare: a novel approach with food as the discriminant								ANIMAL BEHAVIOUR				142				19	30		10.1016/j.anbehav.2018.06.001			AUG 2018	2018										0							WOS:000441515500002		
J	Erregger, Bettina; Schmidt, Arne K. D.								Anthropogenic calling sites boost the sound amplitude of advertisement calls produced by a tropical cricket								ANIMAL BEHAVIOUR				142				31	38		10.1016/j.anbehav.2018.05.021			AUG 2018	2018										0							WOS:000441515500003		
J	Ma, Gang; Bai, Chun-Ming; Wang, Xue-Jing; Majeed, Muhammad Z.; Ma, Chun-Sen								Behavioural thermoregulation alters microhabitat utilization and demographic rates in ectothermic invertebrates								ANIMAL BEHAVIOUR				142				49	57		10.1016/j.anbehav.2018.06.003			AUG 2018	2018										0							WOS:000441515500005		
J	Anichini, Marianna; Frommolt, Karl-Heinz; Lehmann, Gerlind U. C.								To compete or not to compete: bushcricket song plasticity reveals male body condition and rival distance								ANIMAL BEHAVIOUR				142				59	68		10.1016/j.anbehav.2018.05.022			AUG 2018	2018										0							WOS:000441515500006		
J	Kaspar, Rachael E.; Cook, Chelsea N.; Breed, Michael D.								Experienced individuals influence the thermoregulatory fanning behaviour in honey bee colonies								ANIMAL BEHAVIOUR				142				69	76		10.1016/j.anbehav.2018.06.004			AUG 2018	2018										0							WOS:000441515500007		
J	Iglesias-Carrasco, Maider; Bilgin, Gizem; Jennions, Michael D.; Head, Megan L.								The fitness cost to females of exposure to males does not depend on water availability in seed beetles								ANIMAL BEHAVIOUR				142				77	84		10.1016/j.anbehav.2018.06.006			AUG 2018	2018										0							WOS:000441515500008		
J	Langley, Ellis J. G.; van Horik, Jayden O.; Whiteside, Mark A.; Madden, Joah R.								Individuals in larger groups are more successful on spatial discrimination tasks								ANIMAL BEHAVIOUR				142				87	93		10.1016/j.anbehav.2018.05.020			AUG 2018	2018										1							WOS:000441515500010		
J	Moschilla, Joe A.; Tomkins, Joseph L.; Simmons, Leigh W.								State-dependent changes in risk-taking behaviour as a result of age and residual reproductive value								ANIMAL BEHAVIOUR				142				95	100		10.1016/j.anbehav.2018.06.011			AUG 2018	2018										0							WOS:000441515500011		
J	Brehm, Allison M.; Mortelliti, Alessio								Mind the trap: large-scale field experiment shows that trappability is not a proxy for personality								ANIMAL BEHAVIOUR				142				101	112		10.1016/j.anbehav.2018.06.009			AUG 2018	2018										0							WOS:000441515500012		
J	Dezecache, Guillaume; Berthet, Melissa								Working hypotheses on the meaning of general alarm calls								ANIMAL BEHAVIOUR				142				113	118		10.1016/j.anbehav.2018.06.008			AUG 2018	2018										0							WOS:000441515500013		
J	Beck, Michelle L.; Davies, Scott; Sewall, Kendra B.								Urbanization alters the relationship between coloration and territorial aggression, but not hormones, in song sparrows								ANIMAL BEHAVIOUR				142				119	128		10.1016/j.anbehav.2018.06.012			AUG 2018	2018										0							WOS:000441515500014		
J	Louison, Michael J.; Jeffrey, Jennifer D.; Suski, Cory D.; Stein, Jeffrey A.								Sociable bluegill, Lepomis macrochirus, are selectively captured via recreational angling								ANIMAL BEHAVIOUR				142				129	137		10.1016/j.anbehav.2018.06.013			AUG 2018	2018										0							WOS:000441515500015		
J	Scharf, Inon; Gilad, Tomer; Bar-Ziv, Michael A.; Katz, Noa; Gregorian, Elena; Pruitt, Jonathan N.; Subach, Aziz								The contribution of shelter from rain to the success of pit-building predators in urban habitats								ANIMAL BEHAVIOUR				142				139	145		10.1016/j.anbehav.2018.06.010			AUG 2018	2018										0							WOS:000441515500016		
J	van Berkel, Menno; Bateson, Melissa; Nettle, Daniel; Dunn, Jonathon								Can starlings use a reliable cue of future food deprivation to adaptively modify foraging and fat reserves?								ANIMAL BEHAVIOUR				142				147	155		10.1016/j.anbehav.2018.06.015			AUG 2018	2018										0							WOS:000441515500017		
J	Sagot, Maria; Schoner, Caroline R.; Jago, Abigail J.; Razik, Imran; Chaverri, Gloriana								The importance of group vocal behaviour in roost finding								ANIMAL BEHAVIOUR				142				157	164		10.1016/j.anbehav.2018.06.018			AUG 2018	2018										0							WOS:000441515500018		
J	Szorkovszky, Alex; Kotrschal, Alexander; Herbert-Read, James E.; Buechel, Severine D.; Romenskyy, Maksym; Rosen, Emil; van der Bijl, Wouter; Pelckmans, Kristiaan; Kolm, Niclas; Sumpter, David J. T.								Assortative interactions revealed by sorting of animal groups								ANIMAL BEHAVIOUR				142				165	179		10.1016/j.anbehav.2018.06.005			AUG 2018	2018										0							WOS:000441515500019		
J	Zhang, Shichang; Yip, Ho Yin; Lee, Ming Yu; Liu, Li; Piorkowski, Dakota; Liao, Chen-Pan; Tso, I-Min								Vision-mediated courtship in a nocturnal arthropod								ANIMAL BEHAVIOUR				142				185	190		10.1016/j.anbehav.2018.06.016			AUG 2018	2018										0							WOS:000441515500020		
J	Foo, Yong Zhi; Simmons, Leigh W.; Peters, Marianne; Rhodes, Gillian								Perceived physical strength in men is attractive to women but may come at a cost to ejaculate quality								ANIMAL BEHAVIOUR				142				191	197		10.1016/j.anbehav.2018.06.019			AUG 2018	2018										0							WOS:000441515500021		
J	Crane, Adam L.; Helton, Emilee J.; Ferrari, Maud C. O.; Mathis, Alicia								Learning to find food: evidence for embryonic sensitization and juvenile social learning in a salamander								ANIMAL BEHAVIOUR				142				199	206		10.1016/j.anbehav.2018.06.021			AUG 2018	2018										0							WOS:000441515500022		
J	Murali, Gopal								Now you see me, now you don't: dynamic flash coloration as an antipredator strategy in motion								ANIMAL BEHAVIOUR				142				207	220		10.1016/j.anbehav.2018.06.017			AUG 2018	2018										0							WOS:000441515500023		
J	Abe, Toshiki; Fujiyama, Naoyuki; Tomimatsu, Hiroshi; Nagayama, Toshiki								Age-dependent and social status-dependent behavioural plasticity of the cricket Gryllus bimaculatus								ANIMAL BEHAVIOUR				141				1	7		10.1016/j.anbehav.2018.05.003			JUL 2018	2018										0							WOS:000439108800001		
J	Nobel, Sabine; Allain, Melanie; Isabel, Guillaume; Danchin, Etienne								Mate copying in Drosophila melanogaster males								ANIMAL BEHAVIOUR				141				9	15		10.1016/j.anbehav.2018.04.019			JUL 2018	2018										1							WOS:000439108800002		
J	Schmitt, Melissa H.; Shuttleworth, Adam; Ward, David; Shrader, Adrian M.								African elephants use plant odours to make foraging decisions across multiple spatial scales								ANIMAL BEHAVIOUR				141				17	27		10.1016/j.anbehav.2018.04.016			JUL 2018	2018										0							WOS:000439108800003		
J	Davis, Grace H.; Crofoot, Margaret C.; Farine, Damien R.								Estimating the robustness and uncertainty of animal social networks using different observational methods								ANIMAL BEHAVIOUR				141				29	44		10.1016/j.anbehav.2018.04.012			JUL 2018	2018										0							WOS:000439108800004		
J	Grueebler, Martin U.; Mueller, Martina; Michel, Vanja T.; Perrig, Marco; Keil, Herbert; Naef-Daenzer, Beat; Korner-Nievergelt, Fraenzi								Brood provisioning and reproductive benefits in relation to habitat quality: a food supplementation experiment								ANIMAL BEHAVIOUR				141				45	55		10.1016/j.anbehav.2018.05.009			JUL 2018	2018										0							WOS:000439108800005		
J	van der Woude, Emma; Huigens, Martinus E.; Smid, Hans M.								Differential effects of brain size on memory performance in parasitic wasps								ANIMAL BEHAVIOUR				141				57	66		10.1016/j.anbehav.2018.05.011			JUL 2018	2018										0							WOS:000439108800006		
J	Fugazza, Claudia; Moesta, Alexandra; Pogany, Akos; Miklosi, Adam								Presence and lasting effect of social referencing in dog puppies								ANIMAL BEHAVIOUR				141				67	75		10.1016/j.anbehav.2018.05.007			JUL 2018	2018										0							WOS:000439108800007		
J	Denton, Kaleda K.; Nonacs, Peter								Habitat complexity and predictability effects on finding and collecting food when ants search as cooperative groups								ANIMAL BEHAVIOUR				141				77	84		10.1016/j.anbehav.2018.05.004			JUL 2018	2018										0							WOS:000439108800008		
J	Clink, Dena J.; Charif, Russell A.; Crofoot, Margaret C.; Marshall, Andrew J.								Evidence for vocal performance constraints in a female nonhuman primate								ANIMAL BEHAVIOUR				141				85	94		10.1016/j.anbehav.2018.05.002			JUL 2018	2018										1							WOS:000439108800009		
J	Jones, Nick A. R.; Webster, Mike; Templeton, Christopher N.; Schuster, Stefan; Rendell, Luke								Presence of an audience and consistent interindividual differences affect archerfish shooting behaviour								ANIMAL BEHAVIOUR				141				95	103		10.1016/j.anbehav.2018.04.024			JUL 2018	2018										0							WOS:000439108800010		
J	Polanco, Andrea; Diez-Leon, Maria; Mason, Georgia								Stereotypic behaviours are heterogeneous in their triggers and treatments in the American mink, Neovison vison, a model carnivore								ANIMAL BEHAVIOUR				141				105	114		10.1016/j.anbehav.2018.05.006			JUL 2018	2018										0							WOS:000439108800011		
J	Dong, Shihao; Wen, Ping; Zhang, Qi; Wang, Yuan; Cheng, Yanan; Tan, Ken; Nieh, James C.								Olfactory eavesdropping of predator alarm pheromone by sympatric but not allopatric prey								ANIMAL BEHAVIOUR				141				115	125		10.1016/j.anbehav.2018.05.013			JUL 2018	2018										0							WOS:000439108800012		
J	Kareklas, Kyriacos; Arnott, Gareth; Elwood, Robert W.; Holland, Richard A.								Relationships between personality and lateralization of sensory inputs								ANIMAL BEHAVIOUR				141				127	135		10.1016/j.anbehav.2018.05.016			JUL 2018	2018										0							WOS:000439108800013		
J	Cafazzo, Simona; Marshall-Pescini, Sarah; Essler, Jennifer L.; Viranyi, Zsofia; Kotrschal, Kurt; Range, Friederike								In wolves, play behaviour reflects the partners' affiliative and dominance relationship								ANIMAL BEHAVIOUR				141				137	150		10.1016/j.anbehav.2018.04.017			JUL 2018	2018										0							WOS:000439108800014		
J	Wang, Zhenyu; Wang, Bo; Yi, Xianfeng; Yan, Chuan; Cao, Lin; Zhang, Zhibin								Scatter-hoarding rodents are better pilferers than larder-hoarders								ANIMAL BEHAVIOUR				141				151	159		10.1016/j.anbehav.2018.05.017			JUL 2018	2018										1							WOS:000439108800015		
J	Walsh, Justin T.; Warner, Michael R.; Kase, Adrian; Cushing, Benjamin J.; Linksvayer, Timothy A.								Ant nurse workers exhibit behavioural and transcriptomic signatures of specialization on larval stage								ANIMAL BEHAVIOUR				141				161	169		10.1016/j.anbehav.2018.05.015			JUL 2018	2018										1							WOS:000439108800016		
J	Coye, Camille; Ouattara, Karim; Arlet, Malgorzata E.; Lemasson, Alban; Zuberbuhler, Klaus								Flexible use of simple and combined calls in female Campbell's monkeys								ANIMAL BEHAVIOUR				141				171	181		10.1016/j.anbehav.2018.05.01			JUL 2018	2018										1							WOS:000439108800017		
J	Mueller, Florian; Rueppel, Georg; Schmaljohann, Heiko								Does the length of the night affect the timing of nocturnal departures in a migratory songbird?								ANIMAL BEHAVIOUR				141				183	194		10.1016/j.anbehav.2018.05.018			JUL 2018	2018										0							WOS:000439108800018		
J	Paquet, Matthieu; Drummond, Hannah; Smiseth, Per T.								Offspring are predisposed to beg more towards females in the burying beetle Nicrophorus vespilloides								ANIMAL BEHAVIOUR				141				195	201		10.1016/j.anbehav.2018.05.019			JUL 2018	2018										0							WOS:000439108800019		
J	Tumulty, James P.; Pasukonis, Andrius; Ringler, Max; Forester, James D.; Hoedl, Walter; Bee, Mark A.								Brilliant-thighed poison frogs do not use acoustic identity information to treat territorial neighbours as dear enemies								ANIMAL BEHAVIOUR				141				203	220		10.1016/j.anbehav.2018.05.008			JUL 2018	2018										0							WOS:000439108800020		
J	Scanvion, Quentin; Hedouin, Valery; Charabidze, Damien								Collective exodigestion favours blow fly colonization and development on fresh carcasses								ANIMAL BEHAVIOUR				141				221	232		10.1016/j.anbehav.2018.05.012			JUL 2018	2018										0							WOS:000439108800021		
J	DesJardins, Nicole; Tibbetts, Elizabeth A.								Sex differences in face but not colour learning in Polistes fuscatus paper wasps								ANIMAL BEHAVIOUR				140				1	6		10.1016/j.anbehav.2018.03.012			JUN 2018	2018										0							WOS:000436590100001		
J	Marneweck, Courtney; Juergens, Andreas; Shrader, Adrian M.								The role of middens in white rhino olfactory communication								ANIMAL BEHAVIOUR				140				7	18		10.1016/j.anbehav.2018.04.001			JUN 2018	2018										1							WOS:000436590100002		
J	Rios-Cardenas, Oscar; Bono, Lisa; Morris, Molly R.								Frequency-dependent selection and fluctuations around an equilibrium for alternative reproductive tactics in a swordtail								ANIMAL BEHAVIOUR				140				19	28		10.1016/j.anbehav.2018.03.018			JUN 2018	2018										0							WOS:000436590100003		
J	Minekawa, Kazuyoshi; Miyatake, Takahisa; Ishikawa, Yukio; Matsuo, Takashi								The adaptive role of a species-specific courtship behaviour in coping with remating suppression of mated females								ANIMAL BEHAVIOUR				140				29	37		10.1016/j.anbehav.2018.04.002			JUN 2018	2018										0							WOS:000436590100004		
J	Lesmerises, Frederic; Johnson, Chris J.; St-Laurent, Martin-Hugues								Landscape knowledge is an important driver of the fission dynamics of an alpine ungulate								ANIMAL BEHAVIOUR				140				39	47		10.1016/j.anbehav.2018.03.014			JUN 2018	2018										0							WOS:000436590100005		
J	Saitoh, Fumiaki; Choh, Yasuyuki								Do intraguild prey protect their eggs from intraguild predators that share their oviposition site?								ANIMAL BEHAVIOUR				140				49	55		10.1016/j.anbehav.2018.04.005			JUN 2018	2018										1							WOS:000436590100006		
J	Roper, Michelle M.; Harmer, Aaron M. T.; Brunton, Dianne H.								Developmental changes in song production in free-living male and female New Zealand bellbirds								ANIMAL BEHAVIOUR				140				57	71		10.1016/j.anbehav.2018.04.003			JUN 2018	2018										0							WOS:000436590100007		
J	Guevara-Fiore, P.; Endler, J. A.								Female receptivity affects subsequent mating effort and mate choice in male guppies								ANIMAL BEHAVIOUR				140				73	79		10.1016/j.anbehav.2018.04.007			JUN 2018	2018										1							WOS:000436590100008		
J	Burke, Candace J.; Kisko, Theresa M.; Euston, David R.; Pellis, Sergio M.								Do juvenile rats use specific ultrasonic calls to coordinate their social play?								ANIMAL BEHAVIOUR				140				81	92		10.1016/j.anbehav.2018.03.019			JUN 2018	2018										0							WOS:000436590100009		
J	Nielsen, Matthew E.; Levin, Eran; Davidowitz, Goggy; Papaj, Daniel R.								Colour plasticity alters thermoregulatory behaviour in Battus philenor caterpillars by modifying the cue received								ANIMAL BEHAVIOUR				140				93	98		10.1016/j.anbehav.2018.04.009			JUN 2018	2018										0							WOS:000436590100010		
J	Miles, Meredith C.; Fuxjager, Matthew J.								Animal choreography of song and dance: a case study in the Montezuma oropendola, Psarocolius montezuma								ANIMAL BEHAVIOUR				140				99	107		10.1016/j.anbehav.2018.04.006			JUN 2018	2018										1							WOS:000436590100011		
J	Pell, Francesca S. E. Dawson; Potvin, Dominique A.; Ratnayake, Chaminda P.; Fernandez-Juricic, Esteban; Magrath, Robert D.; Radford, Andrew N.								Birds orient their heads appropriately in response to functionally referential alarm calls of heterospecifics								ANIMAL BEHAVIOUR				140				109	118		10.1016/j.anbehav.2018.04.010			JUN 2018	2018										0							WOS:000436590100012		
J	Ruiz-Lambides, Angelina V.; Weiss, Brigitte M.; Kulik, Lars; Widdig, Anja								Which male and female characteristics influence the probability of extragroup paternities in rhesus macaques, Macaca mulatta?								ANIMAL BEHAVIOUR				140				119	127		10.1016/j.anbehav.2018.04.018			JUN 2018	2018										0							WOS:000436590100013		
J	Attias, Nina; Rodrigues Oliveira-Santos, Luiz Gustavo; Fagan, William F.; Mourao, Guilherme								Effects of air temperature on habitat selection and activity patterns of two tropical imperfect homeotherms								ANIMAL BEHAVIOUR				140				129	140		10.1016/j.anbehav.2018.04.011			JUN 2018	2018										1							WOS:000436590100014		
J	Stockmaier, Sebastian; Bolnick, Daniel I.; Page, Rachel A.; Carter, Gerald G.								An immune challenge reduces social grooming in vampire bats								ANIMAL BEHAVIOUR				140				141	149		10.1016/j.anbehav.2018.04.021			JUN 2018	2018										0							WOS:000436590100015		
J	Pulliainen, Unni; Bos, Nick; d'Ettorre, Patrizia; Sundstrom, Liselotte								Caste-dependent brood retrieval by workers in the ant Formica exsecta								ANIMAL BEHAVIOUR				140				151	159		10.1016/j.anbehav.2018.04.015			JUN 2018	2018										1							WOS:000436590100016		
J	Hedley, Richard W.; Logue, David M.; Benedict, Lauryn; Mennill, Daniel J.								Assessing the similarity of song-type transitions among birds: evidence for interspecies variation								ANIMAL BEHAVIOUR				140				161	170		10.1016/j.anbehav.2018.04.008			JUN 2018	2018										0							WOS:000436590100017		
J	Cook, Phoebe; Rasmussen, Rebecca; Brown, Jonathan M.; Cooper, Idelle A.								Sexual conflict does not maintain female colour polymorphism in a territorial damselfly								ANIMAL BEHAVIOUR				140				171	176		10.1016/j.anbehav.2018.04.020			JUN 2018	2018										0							WOS:000436590100018		
J	Paul, Sarah Catherine; Stevens, Martin; Pell, Judith K.; Birkett, Michael A.; Blount, Jonathan D.								Parental phenotype not predator cues influence egg warning coloration and defence levels								ANIMAL BEHAVIOUR				140				177	186		10.1016/j.anbehav.2018.04.014			JUN 2018	2018										0							WOS:000436590100019		
J	Maskrey, Daniel K.; White, Stephen J.; Wilson, Alastair J.; Houslay, Thomas M.								Who dares does not always win: risk-averse rockpool prawns are better at controlling a limited food resource								ANIMAL BEHAVIOUR				140				187	197		10.1016/j.anbehav.2018.04.023			JUN 2018	2018										0							WOS:000436590100020		
