PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Solow, AR								On the goodness of fit of the cascade model								ECOLOGY				77	4			1294	1297		10.2307/2265600			JUN 1996	1996										7							WOS:A1996UN89400034		
J	Quang, PX; Becker, EF								Line transect sampling under varying conditions with application to aerial surveys								ECOLOGY				77	4			1297	1302		10.2307/2265601			JUN 1996	1996										18							WOS:A1996UN89400035		
J	Bateson, M; Whitehead, SC								The energetic costs of alternative rate currencies in the foraging starling								ECOLOGY				77	4			1303	1307		10.2307/2265602			JUN 1996	1996										9							WOS:A1996UN89400036		
J	Daehler, CC; Strong, DR								Can you bottle nature? The roles of microcosms in ecological research								ECOLOGY				77	3			663	664		10.2307/2265487			APR 1996	1996										36							WOS:A1996UC98500001		
J	Lawton, JH								The Ecotron facility at Silwood Park: The value of ''big bottle'' experiments								ECOLOGY				77	3			665	669		10.2307/2265488			APR 1996	1996										94							WOS:A1996UC98500002		
J	Drake, JA; Huxel, GR; Hewitt, CL								Microcosms as models for generating and testing community theory								ECOLOGY				77	3			670	677		10.2307/2265489			APR 1996	1996										99							WOS:A1996UC98500003		
J	Carpenter, SR								Microcosm experiments have limited relevance for community and ecosystem ecology								ECOLOGY				77	3			677	680		10.2307/2265490			APR 1996	1996										416							WOS:A1996UC98500004		
J	Ives, AR; Foufopoulos, J; Klopfer, ED; Klug, JL; Palmer, TM								Bottle or big-scale studies: How do we do ecology?								ECOLOGY				77	3			681	685		10.2307/2265491			APR 1996	1996										40							WOS:A1996UC98500005		
J	Verhoef, HA								The role of soil microcosms in the study of ecosystem processes								ECOLOGY				77	3			685	690		10.2307/2265492			APR 1996	1996										33							WOS:A1996UC98500006		
J	Jaffee, BA								Soil microcosms and the population biology of nematophagous fungi								ECOLOGY				77	3			690	693		10.2307/2265493			APR 1996	1996										9							WOS:A1996UC98500007		
J	Moore, JC; deRuiter, PC; Hunt, HW; COleman, DC; Freckman, DW								Microcosms and soil ecology: Critical linkages between field studies and modelling food webs								ECOLOGY				77	3			694	705		10.2307/2265494			APR 1996	1996										50							WOS:A1996UC98500008		
J	Rothhaupt, KO								Utilization of substitutable carbon and phosphorus sources by the mixotrophic chrysophyte Ochromonas sp.								ECOLOGY				77	3			706	715		10.2307/2265495			APR 1996	1996										72							WOS:A1996UC98500009		
J	Rothhaupt, KO								Laboratory experiments with a mixotrophic chrysophyte and obligately phagotrophic and phototrophic competitors								ECOLOGY				77	3			716	724		10.2307/2265496			APR 1996	1996										115							WOS:A1996UC98500010		
J	Carpenter, SR; Kitchell, JF; Cottingham, KL; Schindler, DE; Christensen, DL; Post, DM; Voichick, N								Chlorophyll variability, nutrient input, and grazing: Evidence from whole-lake experiments								ECOLOGY				77	3			725	735		10.2307/2265497			APR 1996	1996										111							WOS:A1996UC98500011		
J	vandeKoppel, J; Huisman, J; vanderWal, R; Olff, H								Patterns of herbivory along a productivity gradient: An empirical and theoretical investigation								ECOLOGY				77	3			736	745		10.2307/2265498			APR 1996	1996										119							WOS:A1996UC98500012		
J	Kelt, DA; Brown, JH; Heske, EJ; Marquet, PA; Morton, SR; Reid, JRW; Rogovin, KA; Shenbrot, G								Community structure of desert small mammals: Comparisons across four continents								ECOLOGY				77	3			746	761		10.2307/2265499			APR 1996	1996										110							WOS:A1996UC98500013		
J	Law, R; Morton, RD								Permanence and the assembly of ecological communities								ECOLOGY				77	3			762	775		10.2307/2265500			APR 1996	1996										201							WOS:A1996UC98500014		
J	Burke, MJW; Grime, JP								An experimental study of plant community invasibility								ECOLOGY				77	3			776	790		10.2307/2265501			APR 1996	1996										713							WOS:A1996UC98500015		
J	Thebaud, C; Finzi, AC; Affre, L; Debussche, M; Escarre, J								Assessing why two introduced Conyza differ in their ability to invade Mediterranean old fields								ECOLOGY				77	3			791	804		10.2307/2265502			APR 1996	1996										101							WOS:A1996UC98500016		
J	Milne, BT; Johnson, AR; Keitt, TH; Hatfield, CA; David, J; Hraber, PT								Detection of critical densities associated with pinon-juniper woodland ecotones								ECOLOGY				77	3			805	821		10.2307/2265503			APR 1996	1996										76							WOS:A1996UC98500017		
J	Chapin, FS; Shaver, GR								Physiological and growth responses of arctic plants to a field experiment simulating climatic change								ECOLOGY				77	3			822	840		10.2307/2265504			APR 1996	1996										259							WOS:A1996UC98500018		
J	Walters, MB; Reich, PB								Are shade tolerance, survival, and growth linked? Low light and, nitrogen effects on hardwood seedlings								ECOLOGY				77	3			841	853		10.2307/2265505			APR 1996	1996										264							WOS:A1996UC98500019		
J	Marti, E; Sabater, F								High variability in temporal and spatial nutrient retention in Mediterranean streams								ECOLOGY				77	3			854	869		10.2307/2265506			APR 1996	1996										135							WOS:A1996UC98500020		
J	Caswell, H								Second derivatives of population growth rate: Calculation and applications								ECOLOGY				77	3			870	879		10.2307/2265507			APR 1996	1996										54							WOS:A1996UC98500021		
J	Gardner, SN; Mangel, M								Mark-resight population estimation with imperfect observations								ECOLOGY				77	3			880	884		10.2307/2265508			APR 1996	1996										8							WOS:A1996UC98500022		
J	Robertson, DR								Interspecific competition controls abundance and habitat use of territorial Caribbean damselfishes								ECOLOGY				77	3			885	899		10.2307/2265509			APR 1996	1996										150							WOS:A1996UC98500023		
J	Persson, L; Andersson, J; Wahlstrom, E; Eklov, P								Size-specific interactions in lake systems: Predator gape limitation and prey growth rate and mortality								ECOLOGY				77	3			900	911		10.2307/2265510			APR 1996	1996										207							WOS:A1996UC98500024		
J	DelRio, CM; Silva, A; Medel, R; Hourdequin, M								Seed dispersers as disease vectors: Bird transmission of mistletoe seeds to plant hosts								ECOLOGY				77	3			912	921		10.2307/2265511			APR 1996	1996										61							WOS:A1996UC98500025		
J	Winkler, DW; Allen, PE								The seasonal decline in tree swallow clutch size: Physiological constraint or strategic adjustment?								ECOLOGY				77	3			922	932		10.2307/2265512			APR 1996	1996										170							WOS:A1996UC98500026		
J	Graham, KR; Sebens, KP								The distribution of marine invertebrate larvae near vertical surfaces in the rocky subtidal zone								ECOLOGY				77	3			933	949		10.2307/2265513			APR 1996	1996										20							WOS:A1996UC98500027		
J	Hall, VR; Hughes, TP								Reproductive strategies of modular organisms: Comparative studies of reef-building corals								ECOLOGY				77	3			950	963		10.2307/2265514			APR 1996	1996										186							WOS:A1996UC98500028		
J	Oberbauer, SF; vonKleist, K; Whelan, KRT; Koptur, S								Effects of Hurricane Andrew on epiphyte communities within cypress domes of Everglades National Park								ECOLOGY				77	3			964	967		10.2307/2265516			APR 1996	1996										12							WOS:A1996UC98500030		
J	Oren, R; Zimmermann, R; Terborgh, J								Transpiration in upper Amazonia floodplain and upland forests in response to drought-breaking rains								ECOLOGY				77	3			968	973		10.2307/2265517			APR 1996	1996										56							WOS:A1996UC98500031		
J	McNaughton, SJ; Milchunas, DG; Frank, DA								How can net primary productivity be measured in grazing ecosystems?								ECOLOGY				77	3			974	977		10.2307/2265518			APR 1996	1996										103							WOS:A1996UC98500032		
J	Miller, TE								On quantifying the intensity of competition across gradients								ECOLOGY				77	3			978	981		10.2307/2265519			APR 1996	1996										34							WOS:A1996UC98500033		
J	Pascual, MA; Kareiva, P								Predicting the outcome of competition using experimental data: Maximum likelihood and Bayesian approaches								ECOLOGY				77	2			337	349		10.2307/2265613			MAR 1996	1996										61							WOS:A1996TY19800001		
J	Tilman, D								Biodiversity: Population versus ecosystem stability								ECOLOGY				77	2			350	363		10.2307/2265614			MAR 1996	1996										821							WOS:A1996TY19800002		
J	Schlesinger, WH; Raikes, JA; Hartley, AE; Cross, AE								On the spatial pattern of soil nutrients in desert ecosystems								ECOLOGY				77	2			364	374		10.2307/2265615			MAR 1996	1996										823							WOS:A1996TY19800003		
J	Moloney, KA; Levin, SA								The effects of disturbance architecture on landscape-level population dynamics								ECOLOGY				77	2			375	394		10.2307/2265616			MAR 1996	1996										163							WOS:A1996TY19800004		
J	Hogg, ID; Williams, DD								Response of stream invertebrates to a global-warming thermal regime: An ecosystem-level manipulation								ECOLOGY				77	2			395	407		10.2307/2265617			MAR 1996	1996										155							WOS:A1996TY19800005		
J	Boyd, IL								Temporal scales of foraging in a marine predator								ECOLOGY				77	2			426	434		10.2307/2265619			MAR 1996	1996										106							WOS:A1996TY19800007		
J	Lovvorn, JR; Gillingham, MP								Food dispersion and foraging energetics: A mechanistic synthesis for field studies of avian benthivores								ECOLOGY				77	2			435	451		10.2307/2265620			MAR 1996	1996										50							WOS:A1996TY19800008		
J	Repasky, RR; Schluter, D								Habitat distributions of wintering sparrows: Foraging success in a transplant experiment								ECOLOGY				77	2			452	460		10.2307/2265621			MAR 1996	1996										5							WOS:A1996TY19800009		
J	Slagsvold, T; Dale, S								Disappearance of female Pied Flycatchers in relation to breeding stage and experimentally induced molt								ECOLOGY				77	2			461	471		10.2307/2265622			MAR 1996	1996										81							WOS:A1996TY19800010		
J	Young, BE								An experimental analysis of small clutch size in tropical House Wrens								ECOLOGY				77	2			472	488		10.2307/2265623			MAR 1996	1996										41							WOS:A1996TY19800011		
J	Grant, BR								Pollen digestion by Darwin's finches and its importance for early breeding								ECOLOGY				77	2			489	499		10.2307/2265624			MAR 1996	1996										29							WOS:A1996TY19800012		
J	Grant, BR; Grant, PR								High survival of Darwin's finch hybrids: Effects of beak morphology and diets								ECOLOGY				77	2			500	509		10.2307/2265625			MAR 1996	1996										140							WOS:A1996TY19800013		
J	Doebeli, M								An explicit genetic model for ecological character displacement								ECOLOGY				77	2			510	520		10.2307/2265626			MAR 1996	1996										76							WOS:A1996TY19800014		
J	Fay, PA; Hartnett, DC; Knapp, AK								Plant tolerance of gall-insect attack and gall-insect performance								ECOLOGY				77	2			521	534		10.2307/2265627			MAR 1996	1996										66							WOS:A1996TY19800015		
J	Stamp, NE; Bowers, MD								Consequences for plantain chemistry and growth when herbivores are attacked by predators								ECOLOGY				77	2			535	549		10.2307/2265628			MAR 1996	1996										24							WOS:A1996TY19800016		
J	Murcia, C; Feinsinger, P								Interspecific pollen loss by hummingbirds visiting flower mixtures: Effects of floral architecture								ECOLOGY				77	2			550	560		10.2307/2265629			MAR 1996	1996										70							WOS:A1996TY19800017		
J	Terborgh, J; Foster, RB; Nunez, P								Tropical tree communities: A test of the nonequilibrium hypothesis								ECOLOGY				77	2			561	567		10.2307/2265630			MAR 1996	1996										112							WOS:A1996TY19800018		
J	Lee, DW; Baskaran, K; Mansor, M; Mohamad, H; Yap, SK								Irradiance and spectral quality affect Asian tropical rain forest tree seedling development								ECOLOGY				77	2			568	580		10.2307/2265631			MAR 1996	1996										72							WOS:A1996TY19800019		
J	Ellsworth, DS; Reich, PB								Photosynthesis and leaf nitrogen in five Amazonian tree species during early secondary succession								ECOLOGY				77	2			581	594		10.2307/2265632			MAR 1996	1996										66							WOS:A1996TY19800020		
J	Greene, DF; Johnson, EA								Wind dispersal of seeds from a forest into a clearing								ECOLOGY				77	2			595	609		10.2307/2265633			MAR 1996	1996										141							WOS:A1996TY19800021		
J	Abrams, PA; Matsuda, H								Positive indirect effects between prey species that share predators								ECOLOGY				77	2			610	616		10.2307/2265634			MAR 1996	1996										169							WOS:A1996TY19800022		
J	McPeek, MA; Schrot, AK; Brown, JM								Adaptation to predators in a new community: Swimming performance and predator avoidance in damselflies								ECOLOGY				77	2			617	629		10.2307/2265635			MAR 1996	1996										100							WOS:A1996TY19800023		
J	Gotelli, NJ								Ant community structure: Effects of predatory ant lions								ECOLOGY				77	2			630	638		10.2307/2265636			MAR 1996	1996										43							WOS:A1996TY19800024		
J	Wagner, JD; Wise, DH								Cannibalism regulates densities of young wolf spiders: Evidence from field and laboratory experiments								ECOLOGY				77	2			639	652		10.2307/2265637			MAR 1996	1996										110							WOS:A1996TY19800025		
J	Maurer, BA; Villard, MA								Continental scale ecology and neotropical migratory birds: How to detect declines amid the noise								ECOLOGY				77	1			1	2		10.2307/2265648			JAN 1996	1996										11							WOS:A1996TR07900001		
J	Brawn, JD; Robinson, SK								Source-sink population dynamics may complicate the interpretation of long-term census data								ECOLOGY				77	1			3	12		10.2307/2265649			JAN 1996	1996										179							WOS:A1996TR07900002		
J	James, FC; McCullogh, CE; Wiedenfeld, DA								New approaches to the analysis of population trends in land birds								ECOLOGY				77	1			13	27		10.2307/2265650			JAN 1996	1996										114							WOS:A1996TR07900003		
J	Flather, CH; Sauer, JR								Using landscape ecology to test hypotheses about large-scale abundance patterns in migratory birds								ECOLOGY				77	1			28	35		10.2307/2265651			JAN 1996	1996										175							WOS:A1996TR07900004		
J	Thomas, L								Monitoring long-term population change: Why are there so many analysis methods?								ECOLOGY				77	1			49	58		10.2307/2265653			JAN 1996	1996										117							WOS:A1996TR07900006		
J	Villard, MA; Maurer, BA								Geostatistics as a tool for examining hypothesized declines in migratory songbirds								ECOLOGY				77	1			59	68		10.2307/2265654			JAN 1996	1996										51							WOS:A1996TR07900007		
J	Ferrer, M; Donazar, JA								Density-dependent fecundity by habitat heterogeneity in an increasing population of Spanish Imperial Eagles								ECOLOGY				77	1			69	74		10.2307/2265655			JAN 1996	1996										148							WOS:A1996TR07900008		
J	Syrjala, SE								A statistical test for a difference between the spatial distributions of two populations								ECOLOGY				77	1			75	80		10.2307/2265656			JAN 1996	1996										85							WOS:A1996TR07900009		
J	Manly, BFJ								Are there clumps in body-size distributions?								ECOLOGY				77	1			81	86		10.2307/2265657			JAN 1996	1996										41							WOS:A1996TR07900010		
J	Royama, T								A fundamental problem in key factor analysis								ECOLOGY				77	1			87	93		10.2307/2265658			JAN 1996	1996										51							WOS:A1996TR07900011		
J	Gustafson, EJ; Gardner, RH								The effect of landscape heterogeneity on the probability of patch colonization								ECOLOGY				77	1			94	107		10.2307/2265659			JAN 1996	1996										319							WOS:A1996TR07900012		
J	Tanner, JE; Hughes, TP; Connell, JH								The role of history in community dynamics: A modelling approach								ECOLOGY				77	1			108	117		10.2307/2265660			JAN 1996	1996										65							WOS:A1996TR07900013		
J	Petren, K; Case, TJ								An experimental demonstration of exploitation competition in an ongoing invasion								ECOLOGY				77	1			118	132		10.2307/2265661			JAN 1996	1996										180							WOS:A1996TR07900014		
J	Madsen, T; Shine, R								Seasonal migration of predators and prey - A study of pythons and rats in tropical Australia								ECOLOGY				77	1			149	156		10.2307/2265663			JAN 1996	1996										126							WOS:A1996TR07900016		
J	Werner, EE; Anholt, BR								Predator-induced behavioral indirect effects: Consequences to competitive interactions in anuran larvae								ECOLOGY				77	1			157	169		10.2307/2265664			JAN 1996	1996										259							WOS:A1996TR07900017		
J	Robinson, BW; Wilson, DS; Shea, GO								Trade-offs of ecological specialization: An intraspecific comparison of pumpkinseed sunfish phenotypes								ECOLOGY				77	1			170	178		10.2307/2265665			JAN 1996	1996										133							WOS:A1996TR07900018		
J	Olson, MH								Ontogenetic niche shifts in largemouth bass: Variability and consequences for first-year growth								ECOLOGY				77	1			179	190		10.2307/2265667			JAN 1996	1996										215							WOS:A1996TR07900020		
J	Hopper, KR; Crowley, PH; Kielman, D								Density dependence, hatching synchrony, and within-cohort cannibalism in young dragonfly larvae								ECOLOGY				77	1			191	200		10.2307/2265668			JAN 1996	1996										103							WOS:A1996TR07900021		
J	DAmico, V; Elkinton, JS; Dwyer, G; Burand, JP; Buonaccorsi, JP								Virus transmission in gypsy moths is not a simple mass action process								ECOLOGY				77	1			201	206		10.2307/2265669			JAN 1996	1996										65							WOS:A1996TR07900022		
J	Kindvall, O								Habitat heterogeneity and survival in a bush cricket metapopulation								ECOLOGY				77	1			207	214		10.2307/2265670			JAN 1996	1996										85							WOS:A1996TR07900023		
J	Arthur, SM; Manly, BFJ; McDonald, LL; Garner, GW								Assessing habitat selection when availability changes								ECOLOGY				77	1			215	227		10.2307/2265671			JAN 1996	1996										208							WOS:A1996TR07900024		
J	McLaren, BE								Plant-specific response to herbivory: Simulated browsing of suppressed balsam fir on Isle Royale								ECOLOGY				77	1			228	235		10.2307/2265672			JAN 1996	1996										35							WOS:A1996TR07900025		
J	Baldwin, IT; Schmelz, EA								Immunological ''memory'' in the induced accumulation of nicotine in wild tobacco								ECOLOGY				77	1			236	246		10.2307/2265673			JAN 1996	1996										71							WOS:A1996TR07900026		
J	Wilkens, RT; Spoerke, JM; Stamp, NE								Differential responses of growth and two soluble phenolics of tomato to resource availability								ECOLOGY				77	1			247	258		10.2307/2265674			JAN 1996	1996										92							WOS:A1996TR07900027		
J	TwolanStrutt, L; Keddy, PA								Above- and belowground competition intensity in two contrasting wetland plant communities								ECOLOGY				77	1			259	270		10.2307/2265675			JAN 1996	1996										121							WOS:A1996TR07900028		
J	Kuhry, P; Vitt, DH								Fossil carbon/nitrogen ratios as a measure of peat decomposition								ECOLOGY				77	1			271	275		10.2307/2265676			JAN 1996	1996										212							WOS:A1996TR07900029		
J	Dai, T; Wiegert, RG								Ramet population dynamics and net aerial primary productivity of Spartina alterniflora								ECOLOGY				77	1			276	288		10.2307/2265677			JAN 1996	1996										66							WOS:A1996TR07900030		
J	Crone, EE; Taylor, DR								Complex dynamics in experimental populations of an annual plant, Cardamine pensylvanica								ECOLOGY				77	1			289	299		10.2307/2265678			JAN 1996	1996										33							WOS:A1996TR07900031		
J	Reed, DC; Ebeling, AW; Anderson, TW; Anghera, M								Differential reproductive responses to fluctuating resources in two seaweeds with different reproductive strategies								ECOLOGY				77	1			300	316		10.2307/2265679			JAN 1996	1996										60							WOS:A1996TR07900032		
J	Ruxton, GD								Chaos in a three-species food chain with a lower bound on the bottom population								ECOLOGY				77	1			317	319		10.2307/2265680			JAN 1996	1996										30							WOS:A1996TR07900033		
J	Maret, TJ; Collins, JP								Effect of prey vulnerability on population size structure of a gape-limited predator								ECOLOGY				77	1			320	324		10.2307/2265681			JAN 1996	1996										13							WOS:A1996TR07900034		
J	MIHUC, TB; MINSHALL, GW								TROPHIC GENERALISTS VS TROPHIC SPECIALISTS - IMPLICATIONS FOR FOOD-WEB DYNAMICS IN POSTFIRE STREAMS								ECOLOGY				76	8			2361	2372		10.2307/2265813			DEC 1995	1995										79							WOS:A1995TJ31200002		
J	DOHERTY, PJ; PLANES, S; MATHER, P								GENE FLOW AND LARVAL DURATION IN 7 SPECIES OF FISH FROM THE GREAT-BARRIER-REEF								ECOLOGY				76	8			2373	2391		10.2307/2265814			DEC 1995	1995										257							WOS:A1995TJ31200003		
J	VERHULST, S; VANBALEN, JH; TINBERGEN, JM								SEASONAL DECLINE IN REPRODUCTIVE SUCCESS OF THE GREAT TIT - VARIATION IN TIME OR QUALITY								ECOLOGY				76	8			2392	2403		10.2307/2265815			DEC 1995	1995										219							WOS:A1995TJ31200004		
J	SEDINGER, JS; FLINT, PL; LINDBERG, MS								ENVIRONMENTAL INFLUENCE ON LIFE-HISTORY TRAITS - GROWTH, SURVIVAL, AND FECUNDITY IN BLACK BRANT (BRANTA-BERNICLA)								ECOLOGY				76	8			2404	2414		10.2307/2265816			DEC 1995	1995										183							WOS:A1995TJ31200005		
J	SPENDELOW, JA; NICHOLS, JD; NISBET, ICT; HAYS, H; CORMONS, GD; BURGER, J; SAFINA, C; HINES, JE; GOCHFELD, M								ESTIMATING ANNUAL SURVIVAL AND MOVEMENT RATES OF ADULTS WITHIN A METAPOPULATION OF ROSEATE TERNS								ECOLOGY				76	8			2415	2428		10.2307/2265817			DEC 1995	1995										155							WOS:A1995TJ31200006		
J	WITH, KA; CRIST, TO								CRITICAL THRESHOLDS IN SPECIES RESPONSES TO LANDSCAPE STRUCTURE								ECOLOGY				76	8			2446	2459		10.2307/2265819			DEC 1995	1995										478							WOS:A1995TJ31200008		
J	WAUTERS, LA; LENS, L								EFFECTS OF FOOD AVAILABILITY AND DENSITY ON RED SQUIRREL (SCIURUS-VULGARIS) REPRODUCTION								ECOLOGY				76	8			2460	2469		10.2307/2265820			DEC 1995	1995										91							WOS:A1995TJ31200009		
J	JENKINS, SH; ROTHSTEIN, A; GREEN, WCH								FOOD HOARDING BY MERRIAMS KANGAROO RATS - A TEST OF ALTERNATIVE HYPOTHESES								ECOLOGY				76	8			2470	2481		10.2307/2265821			DEC 1995	1995										67							WOS:A1995TJ31200010		
J	VANTIENDEREN, PH								LIFE-CYCLE TRADE-OFFS IN MATRIX POPULATION-MODELS								ECOLOGY				76	8			2482	2489		10.2307/2265822			DEC 1995	1995										80							WOS:A1995TJ31200011		
J	KULLMAN, L								HOLOCENE TREE-LIMIT AND CLIMATE HISTORY FROM THE SCANDES-MOUNTAINS, SWEDEN								ECOLOGY				76	8			2490	2502		10.2307/2265823			DEC 1995	1995										129							WOS:A1995TJ31200012		
J	ALMQUISTJACOBSON, H; FOSTER, DR								TOWARD AN INTEGRATED MODEL FOR RAISED-BOG DEVELOPMENT - THEORY AND FIELD EVIDENCE								ECOLOGY				76	8			2503	2516		10.2307/2265824			DEC 1995	1995										69							WOS:A1995TJ31200013		
J	SAKAI, AK; WAGNER, WL; FERGUSON, DM; HERBST, DR								ORIGINS OF DIOECY IN THE HAWAIIAN FLORA								ECOLOGY				76	8			2517	2529		10.2307/2265825			DEC 1995	1995										106							WOS:A1995TJ31200014		
J	SAKAI, AK; WAGNER, WL; FERGUSON, DM; HERBST, DR								BIOGEOGRAPHICAL AND ECOLOGICAL CORRELATES OF DIOECY IN THE HAWAIIAN FLORA								ECOLOGY				76	8			2530	2543		10.2307/2265826			DEC 1995	1995										93							WOS:A1995TJ31200015		
J	HAMMOND, DS; BROWN, VK								SEED SIZE OF WOODY-PLANTS IN RELATION TO DISTURBANCE, DISPERSAL, SOIL TYPE IN WET NEOTROPICAL FORESTS								ECOLOGY				76	8			2544	2561		10.2307/2265827			DEC 1995	1995										118							WOS:A1995TJ31200016		
J	BELLINGHAM, PJ; TANNER, EVJ; HEALEY, JR								DAMAGE AND RESPONSIVENESS OF JAMAICAN MONTANE TREE SPECIES AFTER DISTURBANCE BY A HURRICANE								ECOLOGY				76	8			2562	2580		10.2307/2265828			DEC 1995	1995										112							WOS:A1995TJ31200017		
J	CLARK, DA; CLARK, DB; SANDOVAL, R; CASTRO, MV								EDAPHIC AND HUMAN EFFECTS ON LANDSCAPE-SCALE DISTRIBUTIONS OF TROPICAL RAIN-FOREST PALMS								ECOLOGY				76	8			2581	2594		10.2307/2265829			DEC 1995	1995										124							WOS:A1995TJ31200018		
J	LOSOS, E								HABITAT SPECIFICITY OF 2 PALM SPECIES - EXPERIMENTAL TRANSPLANTATION IN AMAZONIAN SUCCESSIONAL FORESTS								ECOLOGY				76	8			2595	2606		10.2307/2265830			DEC 1995	1995										36							WOS:A1995TJ31200019		
J	WILLIAMS, MR								AN EXTREME-VALUE FUNCTION MODEL OF THE SPECIES INCIDENCE AND SPECIES-AREA RELATIONS								ECOLOGY				76	8			2607	2616		10.2307/2265831			DEC 1995	1995										76							WOS:A1995TJ31200020		
J	LAMAN, TG								FICUS STUPENDA GERMINATION AND SEEDLING ESTABLISHMENT IN A BORNEAN RAIN-FOREST CANOPY								ECOLOGY				76	8			2617	2626		10.2307/2265832			DEC 1995	1995										70							WOS:A1995TJ31200021		
J	JORDANO, P								FRUGIVORE-MEDIATED SELECTION ON FRUIT AND SEED SIZE - BIRDS AND ST LUCIES CHERRY, PRUNUS MAHALEB								ECOLOGY				76	8			2627	2639		10.2307/2265833			DEC 1995	1995										114							WOS:A1995TJ31200022		
J	LERDAU, M; MATSON, P; FALL, R; MONSON, R								ECOLOGICAL CONTROLS OVER MONOTERPENE EMISSIONS FROM DOUGLAS-FIR (PSEUDOTSUGA-MENZIESII)								ECOLOGY				76	8			2640	2647		10.2307/2265834			DEC 1995	1995										90							WOS:A1995TJ31200023		
J	RITCHIE, ME; TILMAN, D								RESPONSES OF LEGUMES TO HERBIVORES AND NUTRIENTS DURING SUCCESSION ON A NITROGEN-POOR SOIL								ECOLOGY				76	8			2648	2655		10.2307/2265835			DEC 1995	1995										68							WOS:A1995TJ31200024		
J	ABRAMS, PA								MONOTONIC OR UNIMODAL DIVERSITY PRODUCTIVITY GRADIENTS - WHAT DOES COMPETITION THEORY PREDICT								ECOLOGY				76	7			2019	2027		10.2307/1941677			OCT 1995	1995										305							WOS:A1995RX36200002		
J	BROWN, JH; MEHLMAN, DW; STEVENS, GC								SPATIAL VARIATION IN ABUNDANCE								ECOLOGY				76	7			2028	2043		10.2307/1941678			OCT 1995	1995										433							WOS:A1995RX36200004		
J	HERZIG, AL								EFFECTS OF POPULATION-DENSITY ON LONG-DISTANCE DISPERSAL IN THE GOLDENROD BEETLE TRIRHABDA-VIRGATA								ECOLOGY				76	7			2044	2054		10.2307/1941679			OCT 1995	1995										75							WOS:A1995RX36200005		
J	BRADSHAW, WE; JOHNSON, K								INITIATION OF METAMORPHOSIS IN THE PITCHER-PLANT MOSQUITO - EFFECTS OF LARVAL GROWTH HISTORY								ECOLOGY				76	7			2055	2065		10.2307/1941680			OCT 1995	1995										59							WOS:A1995RX36200006		
J	TATAR, M; CAREY, JR								NUTRITION MEDIATES REPRODUCTIVE TRADE-OFFS WITH AGE-SPECIFIC MORTALITY IN THE BEETLE CALLOSOBRUCHUS-MACULATUS								ECOLOGY				76	7			2066	2073		10.2307/1941681			OCT 1995	1995										103							WOS:A1995RX36200007		
J	GANGE, AC								APHID PERFORMANCE IN AN ALDER (ALNUS) HYBRID ZONE								ECOLOGY				76	7			2074	2083		10.2307/1941682			OCT 1995	1995										40							WOS:A1995RX36200008		
J	GANZHORN, JU								LOW-LEVEL FOREST DISTURBANCE EFFECTS ON PRIMARY PRODUCTION, LEAF CHEMISTRY, AND LEMUR POPULATIONS								ECOLOGY				76	7			2084	2096		10.2307/1941683			OCT 1995	1995										119							WOS:A1995RX36200009		
J	ROMME, WH; TURNER, MG; WALLACE, LL; WALKER, JS								ASPEN, ELK, AND FIRE IN NORTHERN YELLOWSTONE-NATIONAL-PARK								ECOLOGY				76	7			2097	2106		10.2307/1941684			OCT 1995	1995										197							WOS:A1995RX36200010		
J	RUNKLE, JR; STEWART, GH; VEBLEN, TT								SAPLING DIAMETER GROWTH IN GAPS FOR 2 NOTHOFAGUS SPECIES IN NEW-ZEALAND								ECOLOGY				76	7			2107	2117		10.2307/1941685			OCT 1995	1995										27							WOS:A1995RX36200011		
J	GEHRING, CA; WHITHAM, TG								DURATION OF HERBIVORE REMOVAL AND ENVIRONMENTAL-STRESS AFFECT THE ECTOMYCORRHIZAE OF PINYON PINES								ECOLOGY				76	7			2118	2123		10.2307/1941686			OCT 1995	1995										48							WOS:A1995RX36200012		
J	CHAMBERS, JC								RELATIONSHIPS BETWEEN SEED FATES AND SEEDLING ESTABLISHMENT IN AN ALPINE ECOSYSTEM								ECOLOGY				76	7			2124	2133		10.2307/1941687			OCT 1995	1995										72							WOS:A1995RX36200013		
J	PIGLIUCCI, M; SCHLICHTING, CD								ONTOGENIC REACTION NORMS IN LOBELIA-SIPHILITICA (LOBELIACEAE) - RESPONSE TO SHADING								ECOLOGY				76	7			2134	2144		10.2307/1941688			OCT 1995	1995										59							WOS:A1995RX36200014		
J	FOWLER, NL								DENSITY-DEPENDENT DEMOGRAPHY IN 2 GRASSES - A 5-YEAR STUDY								ECOLOGY				76	7			2145	2164		10.2307/1941689			OCT 1995	1995										27							WOS:A1995RX36200015		
J	HACKER, SD; BERTNESS, MD								MORPHOLOGICAL AND PHYSIOLOGICAL CONSEQUENCES OF A POSITIVE PLANT INTERACTION								ECOLOGY				76	7			2165	2175		10.2307/1941690			OCT 1995	1995										82							WOS:A1995RX36200016		
